GP,Date,Location,Opponent,GF,GA,Result,OverTime,Unnamed: 8,S,PIM,PPG,PPO,SHG,CF,CA,CF%,FF,FA,FF%,FOW,FOL,FO%,oZS%,PDO,team,Home,Visitor,HG,AG
67,2023-03-12,@,Tampa Bay Lightning,3,2,W,,,35,4,0,3,1,36,51,41.4,28,39,41.8,22,20,52.4,30.0,106.8,Winnipeg Jets,Tampa Bay Lightning,Winnipeg Jets,2,3
68,2023-03-14,@,Carolina Hurricanes,3,5,L,,,25,7,0,2,0,38,49,43.7,28,36,43.8,18,22,45.0,39.1,92.2,Winnipeg Jets,Carolina Hurricanes,Winnipeg Jets,5,3
69,2023-03-16,,Boston Bruins,0,3,L,,,24,10,0,3,0,53,43,55.2,36,32,52.9,21,15,58.3,66.2,85.7,Winnipeg Jets,Winnipeg Jets,Boston Bruins,0,3
70,2023-03-18,@,Nashville Predators,3,2,W,OT,,20,23,0,1,0,59,36,62.1,42,25,62.7,27,19,58.7,64.8,98.9,Winnipeg Jets,Nashville Predators,Winnipeg Jets,2,3
71,2023-03-19,@,St. Louis Blues,0,3,L,,,17,35,0,3,0,58,28,67.4,42,21,66.7,26,15,63.4,63.0,80.0,Winnipeg Jets,St. Louis Blues,Winnipeg Jets,3,0
72,2023-03-21,,Arizona Coyotes,2,1,W,,,30,17,0,3,0,40,43,48.2,29,32,47.5,21,12,63.6,63.2,102.8,Winnipeg Jets,Winnipeg Jets,Arizona Coyotes,2,1
73,2023-03-23,@,Anaheim Ducks,3,2,W,,,20,4,1,2,0,66,39,62.9,52,30,63.4,25,28,47.2,69.4,103.5,Winnipeg Jets,Anaheim Ducks,Winnipeg Jets,2,3
74,2023-03-25,@,Los Angeles Kings,1,4,L,,,29,15,1,2,0,41,35,53.9,29,25,53.7,12,23,34.3,46.2,85.7,Winnipeg Jets,Los Angeles Kings,Winnipeg Jets,4,1
75,2023-03-28,@,San Jose Sharks,0,3,L,,,30,6,1,3,0,69,49,58.5,54,35,60.7,24,18,57.1,63.0,92.3,Winnipeg Jets,San Jose Sharks,Winnipeg Jets,3,0
76,2023-03-31,,Detroit Red Wings,6,2,W,,,25,6,1,1,0,52,51,50.5,34,37,47.9,20,21,48.8,29.4,120.7,Winnipeg Jets,Winnipeg Jets,Detroit Red Wings,6,2
77,2023-04-02,,New Jersey Devils,6,1,W,,,32,6,1,3,0,35,59,37.2,31,40,43.7,25,19,56.8,28.6,122.7,Winnipeg Jets,Winnipeg Jets,New Jersey Devils,6,1
78,2023-04-05,,Calgary Flames,1,3,L,,,35,14,0,6,0,47,35,57.3,38,30,55.9,21,25,45.7,46.6,87.0,Winnipeg Jets,Winnipeg Jets,Calgary Flames,1,3
79,2023-04-08,,Nashville Predators,2,0,W,,,28,6,0,1,0,70,35,66.7,49,28,63.6,24,18,57.1,61.3,106.3,Winnipeg Jets,Winnipeg Jets,Nashville Predators,2,0
80,2023-04-10,,San Jose Sharks,6,2,W,,,21,4,1,4,0,65,30,68.4,53,22,70.7,24,21,53.3,70.4,105.2,Winnipeg Jets,Winnipeg Jets,San Jose Sharks,6,2
81,2023-04-11,@,Minnesota Wild,3,1,W,,,34,27,1,5,0,33,48,40.7,22,31,41.5,20,22,47.6,42.3,118.8,Winnipeg Jets,Minnesota Wild,Winnipeg Jets,1,3
82,2023-04-13,@,Colorado Avalanche,2,4,L,,,25,6,1,3,0,35,37,48.6,23,28,45.1,26,27,49.1,39.3,93.5,Winnipeg Jets,Colorado Avalanche,Winnipeg Jets,4,2
