GP,Date,Location,Opponent,GF,GA,Result,OverTime,Unnamed: 8,S,PIM,PPG,PPO,SHG,CF,CA,CF%,FF,FA,FF%,FOW,FOL,FO%,oZS%,PDO,team,Home,Visitor,HG,AG
11,2022-11-04,,Buffalo Sabres,5,3,W,,,25,10,1,5,0,38,37,50.7,32,29,52.5,29,20,59.2,48.5,108.5,Carolina Hurricanes,Carolina Hurricanes,Buffalo Sabres,5,3
12,2022-11-06,,Toronto Maple Leafs,1,3,L,,,21,4,0,1,0,62,42,59.6,49,33,59.8,30,30,50.0,57.5,85.0,Carolina Hurricanes,Carolina Hurricanes,Toronto Maple Leafs,1,3
13,2022-11-09,@,Florida Panthers,0,3,L,,,37,6,1,4,0,50,38,56.8,36,31,53.7,26,22,54.2,56.0,90.5,Carolina Hurricanes,Florida Panthers,Carolina Hurricanes,3,0
14,2022-11-10,,Edmonton Oilers,7,2,W,,,22,8,1,2,0,62,39,61.4,47,34,58.0,27,19,58.7,53.8,114.8,Carolina Hurricanes,Carolina Hurricanes,Edmonton Oilers,7,2
15,2022-11-12,@,Colorado Avalanche,1,4,L,,,28,10,1,4,0,50,20,71.4,36,16,69.2,21,15,58.3,62.2,84.2,Carolina Hurricanes,Colorado Avalanche,Carolina Hurricanes,4,1
16,2022-11-14,@,Chicago Blackhawks,3,0,W,,,27,6,0,4,0,43,27,61.4,32,21,60.4,19,24,44.2,48.5,114.3,Carolina Hurricanes,Chicago Blackhawks,Carolina Hurricanes,0,3
17,2022-11-17,,Colorado Avalanche,2,3,L,OT,,15,10,1,3,0,62,25,71.3,49,19,72.1,35,15,70.0,71.8,88.6,Carolina Hurricanes,Carolina Hurricanes,Colorado Avalanche,2,3
18,2022-11-19,@,Minnesota Wild,1,2,L,OT,,21,6,0,1,0,53,46,53.5,37,33,52.9,23,37,38.3,43.6,95.0,Carolina Hurricanes,Minnesota Wild,Carolina Hurricanes,2,1
19,2022-11-21,@,Winnipeg Jets,3,4,L,OT,,23,4,0,3,0,69,35,66.3,51,27,65.4,19,13,59.4,50.5,92.0,Carolina Hurricanes,Winnipeg Jets,Carolina Hurricanes,4,3
20,2022-11-23,,Arizona Coyotes,0,4,L,,,27,13,0,3,0,65,32,67.0,40,23,63.5,22,25,46.8,77.4,77.8,Carolina Hurricanes,Carolina Hurricanes,Arizona Coyotes,0,4
21,2022-11-25,@,Boston Bruins,2,3,L,OT,,41,12,1,6,0,29,48,37.7,27,36,42.9,19,31,38.0,54.5,93.1,Carolina Hurricanes,Boston Bruins,Carolina Hurricanes,3,2
22,2022-11-26,,Calgary Flames,3,2,W,,,20,8,1,3,0,56,39,58.9,44,29,60.3,18,29,38.3,63.0,97.2,Carolina Hurricanes,Carolina Hurricanes,Calgary Flames,3,2
